filename,ipc2014-opt-symba1:default,ipc2018-decstar:opt-config00,ipc2018-decstar:opt-config01,ipc2018-decstar:opt-config02,ipc2018-decstar:opt-config03,ipc2018-decstar:opt-config04,ipc2018-decstar:opt-config05,ipc2018-decstar:opt-config06,ipc2018-opt-complementary2:default,ipc2018-opt-delfi:h2-simpless-dks-900masb50ksbmiasm,ipc2018-opt-delfi:h2-simpless-dks-900masb50ksccdfp,ipc2018-opt-delfi:h2-simpless-dks-900masginfsccdfp,ipc2018-opt-delfi:h2-simpless-dks-blind,ipc2018-opt-delfi:h2-simpless-dks-celmcut,ipc2018-opt-delfi:h2-simpless-dks-cpdbshc900,ipc2018-opt-delfi:h2-simpless-dks-zopdbsgenetic,ipc2018-opt-delfi:h2-simpless-oss-900masb50ksbmiasm,ipc2018-opt-delfi:h2-simpless-oss-900masb50ksccdfp,ipc2018-opt-delfi:h2-simpless-oss-blind,ipc2018-opt-delfi:h2-simpless-oss-celmcut,ipc2018-opt-delfi:h2-simpless-oss-cpdbshc900,ipc2018-opt-delfi:h2-simpless-oss-masginfsccdfp,ipc2018-opt-delfi:h2-simpless-oss-zopdbsgenetic,ipc2018-opt-delfi:simpless-dks-masb50kmiasmdfp,ipc2018-opt-delfi:simpless-oss-masb50kmiasmdfp,ipc2018-opt-metis:metis2,ipc2018-opt-planning-pdbs:default,ipc2018-opt-scorpion:default,ipc2018-symple1:symple100000OPT,ipc2018-symple2:symple100000OPT
ged-strips:0-p08.pddl,3.21879,-,32.2883,18.5221,4.66844,12.1201,12.8871,3.1873,796.262,16.5369,3.02448,-,5.06061,12.0411,2.14214,4.26291,29.7204,3.6763,8.47172,18.8882,2.10884,-,4.55926,10.9645,9.19788,14.2196,244.055,205.671,182.206,192.231
ged-strips:0-p09.pddl,3.26364,-,31.6651,16.574,4.70141,12.2568,13.6783,3.49767,773.877,15.6078,2.95034,-,5.02932,11.8239,2.00383,4.2108,28.7912,3.47347,7.9909,16.7344,2.15341,-,4.50854,9.74701,9.30776,13.8646,281.9,204.386,192.54,190.29
ged-strips:0-p10.pddl,3.21093,-,31.7683,16.7054,4.72815,11.7253,13.4617,3.15627,833.943,16.5148,3.0657,-,5.01515,11.9735,2.48855,4.39662,30.5217,3.60435,7.60823,16.9615,2.60868,-,4.62548,9.47853,9.28589,14.2978,281.23,204.717,206.53,223.325
ged-strips:0-p11.pddl,6.19844,-,168.945,128.698,10.2185,15.5248,67.1134,14.7786,707.743,26.041,9.12175,-,19.9438,83.4577,3.97079,9.27324,45.3579,13.8685,26.8135,130.864,4.71461,-,12.2684,17.4263,21.2071,99.4365,296.07,207.927,361.208,361.929
ged-strips:0-p12.pddl,6.70838,-,196.321,149.068,10.1939,14.5081,69.6487,14.3989,757.535,25.7527,9.56248,-,21.7347,91.3862,4.72621,9.47615,43.5606,15.6811,28.3394,151.724,5.78615,-,13.2544,17.284,24.0218,109.963,295.904,205.912,349.265,359.822
ged-strips:0-p13.pddl,47.8233,-,-,-,117.813,134.941,-,-,787.785,-,119.013,-,-,-,30.8277,64.1966,-,-,-,-,64.0807,-,127.797,172.292,-,-,246.197,236.37,-,-
ged-strips:0-p14.pddl,48.2755,-,-,-,82.9053,135.251,-,-,758.415,-,120.204,-,-,1798.23,31.0903,67.1695,-,-,-,-,57.3477,-,121.531,174.673,-,-,251.05,241.211,-,-
ged-strips:0-p15.pddl,47.5958,-,-,-,81.2329,121.262,-,-,706.143,215.461,121.741,-,-,-,33.1317,63.4173,-,-,-,-,61.9353,-,133.574,173.053,-,-,240.286,232.8,-,-
ged-strips:0-p16.pddl,46.1659,-,-,-,120.366,138.876,-,-,771.362,226.015,121.545,-,-,-,34.1342,72.4316,-,-,-,-,60.0907,-,119.788,171.744,-,-,264.643,237.936,-,-
ged-strips:0-p17.pddl,1572.33,-,-,-,-,-,-,-,772.346,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,315.848,-,-,-
ged-strips:0-p20.pddl,1.14984,-,0.880599,0.928714,3.58646,3.19451,0.784267,0.686924,3.48548,7.9794,1.21716,-,0.710751,0.840955,1.50744,1.76882,13.3234,1.21845,0.746437,0.816898,1.55298,-,1.80898,2.13619,2.21262,0.845068,3.34532,204.857,3.24111,3.59682
ged-strips:0-p21.pddl,1.15077,-,0.956692,0.784974,3.45491,3.04239,0.807265,0.656442,3.45034,7.83818,1.07291,-,0.753848,0.796707,1.8198,1.83474,13.2896,1.2426,0.712541,0.821295,1.76669,-,1.76606,2.10872,2.08591,0.803918,3.40569,202.993,3.28044,3.48577
ged-strips:0-p22.pddl,42.3738,-,-,-,81.4099,141.163,-,-,717.747,227.355,116.286,-,-,1741.9,25.399,80.5329,251.399,161.041,-,-,32.751,-,85.4912,181.458,262.57,-,255.942,241.642,-,-
ged-strips:0-p23.pddl,43.0899,-,-,-,82.7341,125.888,-,-,755.822,221.784,108.894,-,-,1768.05,41.9838,75.3206,-,-,-,-,62.5206,-,170.29,172.378,-,-,238.285,232.348,-,-
ged-strips:0-p26.pddl,1.87844,-,5.91831,3.48682,2.53977,6.39679,3.9816,1.38676,234.639,9.72361,1.9154,-,1.47219,3.1111,2.4248,2.54474,15.1553,2.03035,1.67929,3.54266,2.51369,-,2.50536,5.62183,4.85844,3.53627,214.067,204.912,52.9143,53.7514
ged-strips:0-p27.pddl,3.34544,-,35.994,18.2018,4.82522,13.3532,13.3045,3.22642,721.594,16.18,3.0109,-,4.95014,11.9773,2.02267,4.33352,28.6572,3.66508,8.62858,18.6033,2.24737,-,4.63595,9.41578,9.47672,14.3158,283.055,205.173,206.027,205.457
ged-strips:0-p28.pddl,1582.47,-,-,-,-,-,-,-,741.541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,287.138,573.682,-,-
ged-strips:2-d-3-1.pddl,1.70013,-,3.73721,3.53401,2.42855,6.13113,3.13851,1.17357,144.315,9.19915,1.95146,-,1.40371,3.32986,1.97498,2.5257,15.319,2.13599,1.51765,3.61974,1.95056,-,2.40157,6.1034,4.96597,3.87812,140.507,203.289,56.0507,51.52
gedp-ds2ndp-adl:0-d-1-2.pddl,0.740916,-,-,-,-,-,-,0.468881,1.70946,0.538527,0.442949,0.477101,0.483186,0.505052,5.79754,24.9024,0.483646,0.525598,0.477771,0.432324,5.90862,0.46957,24.9606,-,-,53.3551,-,201.296,0.673497,1.07131
gedp-ds2ndp-adl:0-d-1-3.pddl,18.1085,-,-,-,-,-,-,11.0721,545.593,6.64295,6.40065,6.30645,8.78163,9.70402,-,-,6.94731,6.52826,9.27293,10.2571,-,6.60772,-,6.21839,6.5669,-,110.384,204.256,-,-
gedp-ds2ndp-adl:0-d-1-8.pddl,76.5208,-,-,-,-,-,-,85.2131,926.358,22.3115,21.1588,21.3036,43.4164,110.979,-,-,27.4585,26.3093,78.0683,168.487,-,27.5735,-,21.0251,26.2677,-,160.743,213.584,-,-
gedp-ds2ndp-adl:0-d-2-3.pddl,15.9008,-,-,-,-,-,-,1.29793,925.081,1.35675,1.18964,1.21572,1.78604,1.22763,-,-,1.26781,1.19927,1.92881,1.33161,-,1.16202,-,1.13267,1.24222,-,558.725,201.951,30.0352,32.005
gedp-ds2ndp-adl:0-d-2-4.pddl,0.972166,-,-,-,-,-,-,0.571574,2.78807,0.647926,0.619013,0.535951,0.568669,0.581763,-,-,0.618437,0.608994,0.626302,0.547297,-,0.727948,-,0.620047,0.586881,-,-,200.806,1.68297,1.93798
gedp-ds2ndp-adl:0-d-2-8.pddl,-,-,-,-,-,-,-,-,-,778.208,749.058,754.559,-,-,-,-,-,-,-,-,-,-,-,740.645,-,-,-,850.349,-,-
gedp-ds2ndp-adl:0-d-3-1.pddl,24.5192,-,-,-,-,-,-,10.9987,549.204,6.64128,6.1444,6.27876,8.50937,10.3376,-,-,7.12114,6.58848,9.68904,10.6795,-,6.62511,-,6.19802,6.53022,-,87.844,204.172,-,-
gedp-ds2ndp-adl:0-d-3-2.pddl,15.3363,-,-,-,-,-,-,1.31747,932.709,1.22141,1.28023,1.219,1.73874,1.22708,-,-,1.31808,1.26089,1.8306,1.27175,-,1.24488,-,1.17505,1.16488,-,561.854,201.836,33.0202,30.8546
gedp-ds2ndp-adl:0-d-3-4.pddl,131.854,-,-,-,-,-,-,462.981,790.314,42.6513,42.8926,40.6406,141.121,207.49,-,-,76.241,77.3537,187.337,263.742,-,77.9917,-,42.1628,74.3036,-,420.297,227.954,-,-
gedp-ds2ndp-adl:0-d-4-2.pddl,1.08701,-,-,-,-,-,-,0.568746,2.83224,0.586445,0.558609,0.597425,0.62128,0.557102,-,-,0.563164,0.5963,0.578201,0.551985,-,0.58656,-,0.577562,0.579706,-,-,200.797,1.64634,1.97349
gedp-ds2ndp-adl:0-d-4-3.pddl,132.726,-,-,-,-,-,-,560.955,657.293,43.3603,41.4346,44.6425,155.79,218.872,-,-,87.3972,86.28,212.151,282.551,-,85.9623,-,42.9587,85.1207,-,460.306,228.025,-,-
gedp-ds2ndp-adl:0-d-4-8.pddl,-,-,-,-,-,-,-,-,-,739.467,745.531,787.507,-,-,-,-,-,-,-,-,-,-,-,732.256,-,-,-,855.016,-,-
gedp-ds2ndp-adl:0-d-5-7.pddl,71.1299,-,-,-,-,-,-,82.9099,807.972,22.175,20.6699,20.8078,41.1736,102.078,-,-,28.1476,26.8591,89.8564,179.606,-,26.9548,-,21.1416,28.3129,-,342.583,213.657,-,-
gedp-ds2ndp-adl:0-d-6-7.pddl,19.2676,-,-,-,-,-,-,9.66784,470.572,6.73688,6.33371,6.31803,8.06895,9.7646,-,-,6.77133,6.23367,8.03181,9.72122,-,6.43099,-,6.28548,6.21216,-,114.142,206.091,1687.79,1686.46
gedp-ds2ndp-adl:0-d-7-5.pddl,83.9843,-,-,-,-,-,-,89.8119,869.45,22.315,20.7204,21.1815,42.8034,104.515,-,-,28.5447,28.8348,89.9215,196.594,-,27.3753,-,20.9342,27.5127,-,305.145,214.18,-,-
gedp-ds2ndp-adl:0-d-7-6.pddl,23.578,-,-,-,-,-,-,9.67884,544.774,7.11577,6.63344,6.72009,9.39167,11.7026,-,-,7.30682,6.85232,9.97111,11.9514,-,6.93038,-,6.62744,6.80232,-,361.354,204.14,-,-
gedp-ds2ndp-adl:0-d-8-1.pddl,75.6479,-,-,-,-,-,-,87.5174,581.511,25.4043,23.7814,23.7374,41.6668,144.513,-,-,26.983,26.1578,82.1287,163.879,-,26.4046,-,23.5848,26.4248,-,156.2,213.945,-,-
gedp-ds2ndp-adl:0-d-8-2.pddl,-,-,-,-,-,-,-,-,-,738.275,757.881,765.106,-,-,-,-,-,-,-,-,-,-,-,737.389,-,-,-,797.102,-,-
gedp-ds2ndp-adl:0-d-8-4.pddl,-,-,-,-,-,-,-,-,-,745.696,792.214,793.99,-,-,-,-,-,-,-,-,-,-,-,737.852,-,-,-,837.971,-,-
goldminer-strips:0-p011.pddl,-,-,-,-,-,-,-,-,843.611,148.123,134.245,-,-,-,155.591,-,431.747,136.341,-,-,157.09,-,-,-,-,-,840.225,500.165,-,-
goldminer-strips:0-p012.pddl,-,-,-,-,-,-,-,-,629.696,-,-,-,-,-,275.174,-,-,-,-,-,288.973,-,-,-,-,-,553.322,355.426,-,-
goldminer-strips:0-p022.pddl,-,-,-,-,-,-,-,-,801.593,275.431,191.464,-,-,-,171.179,-,588.568,187.438,-,-,165.94,-,-,-,-,-,1087.07,477.302,-,-
goldminer-strips:0-p023.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.639,-,-,-,-,-,38.869,-,-,-,-,-,-,282.066,-,-
goldminer-strips:0-p024.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,479.892,-,-,-
goldminer-strips:0-p033.pddl,-,-,-,-,-,-,-,-,549.479,-,126.48,-,-,-,105.375,-,662.168,122.601,-,-,102.104,-,-,-,-,-,493.157,389.885,-,-
goldminer-strips:0-p036.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.1414,-,-,-,-,-,40.4945,-,-,-,-,-,-,276.761,-,-
goldminer-strips:0-p043.pddl,764.892,-,-,-,100.756,-,-,-,627.619,143.585,157.164,-,-,-,118.738,-,529.443,153.22,-,-,119.578,-,-,-,-,-,472.335,389.615,-,-
goldminer-strips:0-p044.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,654.924,-,-,-
goldminer-strips:0-p045.pddl,-,-,49.5115,345.876,-,-,-,-,-,336.584,46.5321,-,-,318.142,59.8062,-,874.361,42.4695,-,322.843,59.1786,-,-,-,-,328.933,618.121,307.538,-,-
goldminer-strips:0-p065.pddl,-,-,397.287,713.719,-,-,-,-,638.749,174.377,35.1262,-,-,662.404,13.7753,-,434.623,31.7065,-,659.85,13.5504,-,-,-,-,685.298,-,297.983,-,-
goldminer-strips:0-p066.pddl,-,-,-,1723.84,-,-,-,-,-,323.508,60.4949,-,-,1600.37,26.3114,-,646.66,58.7062,-,1602.0,27.1215,-,-,-,-,1657.81,952.977,311.299,-,-
goldminer-strips:0-p068.pddl,-,-,-,-,-,-,-,-,656.728,-,144.296,-,-,-,123.708,-,996.755,143.762,-,-,123.301,-,-,-,-,-,979.167,416.363,-,-
goldminer-strips:0-p069.pddl,-,-,-,-,-,-,-,-,594.255,-,168.002,-,-,-,97.1861,-,1057.76,171.822,-,-,96.4591,-,-,-,-,-,720.305,351.944,-,-
goldminer-strips:0-p079.pddl,-,-,-,-,-,-,-,-,651.582,-,271.788,-,-,-,169.127,-,1126.89,265.817,-,-,175.687,-,-,-,-,-,693.414,471.952,-,-
goldminer-strips:0-p080.pddl,-,-,146.652,807.702,-,-,-,-,378.57,-,83.615,-,-,744.3,97.2538,-,933.734,73.9814,-,750.568,100.615,-,-,-,-,760.845,923.584,360.462,-,-
goldminer-strips:0-p081.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,583.757,-,-,-
goldminer-strips:0-p091.pddl,1149.5,-,-,-,-,-,-,-,616.415,-,153.484,-,-,-,83.9666,-,1000.68,142.497,-,-,81.7756,-,-,-,-,-,640.654,335.976,-,-
goldminer-strips:0-p092.pddl,-,-,1122.44,-,-,-,-,-,382.174,-,115.965,-,-,-,37.7075,-,964.593,113.198,-,-,36.5456,-,-,-,-,-,968.485,267.072,-,-
goldminer-strips:0-p096.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.7902,-,-,-,-,-,43.9804,-,-,-,-,-,-,256.36,-,-
goldminer-strips:0-p102.pddl,-,-,919.118,-,-,-,-,-,509.205,-,157.852,-,-,1761.2,57.9414,-,964.089,142.021,-,1765.46,56.7434,-,-,-,-,-,999.086,302.559,-,-
goldminer-strips:0-p103.pddl,-,-,350.615,1040.48,-,-,-,-,516.948,-,117.554,-,-,963.227,30.6518,-,951.782,118.457,-,968.835,30.9524,-,-,-,-,1000.35,648.243,257.453,-,-
goldminer-strips:0-p104.pddl,-,-,-,-,-,-,-,-,-,-,361.57,-,-,-,196.335,-,1148.43,367.627,-,-,195.931,-,-,-,-,-,1169.96,-,-,-
goldminer-strips:0-p112.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,812.511,689.024,-,-
goldminer-strips:0-p116.pddl,-,-,249.483,1312.59,-,-,-,-,-,-,200.824,-,-,1210.61,99.0234,-,993.963,194.473,-,1227.04,98.8489,-,-,-,-,1290.84,978.056,328.272,-,-
goldminer-strips:0-p118.pddl,-,-,1716.16,-,-,-,-,-,794.918,-,480.299,-,-,-,257.434,-,-,500.721,-,-,263.768,-,-,-,-,-,-,567.19,-,-
goldminer-strips:0-p125.pddl,-,-,-,-,-,-,-,-,-,-,188.352,-,-,-,88.2417,-,1015.67,180.132,-,-,88.1263,-,-,-,-,-,1045.29,325.697,-,-
goldminer-strips:0-p126.pddl,690.743,-,-,-,-,-,-,-,-,-,151.284,-,-,-,46.3514,-,975.794,152.647,-,-,46.5885,-,-,-,-,-,682.182,289.113,-,-
goldminer-strips:0-p136.pddl,-,-,-,-,-,-,-,-,365.858,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
goldminer-strips:0-p139.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,809.947,-,-
grid-strips:0-p10.pddl,732.625,-,-,-,-,-,-,-,780.613,-,-,-,-,-,23.6388,-,-,-,-,-,23.2537,-,-,-,-,-,-,309.701,-,-
grid-strips:0-p11.pddl,-,-,-,-,-,120.905,-,-,733.175,-,-,-,-,-,27.9495,-,-,-,-,-,29.3002,-,-,-,-,-,-,242.211,-,-
grid-strips:0-p14.pddl,1052.52,-,-,-,-,-,-,-,965.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:0-p18.pddl,883.709,-,-,-,-,-,-,-,-,-,-,-,-,-,126.417,-,-,-,-,-,135.134,-,-,-,-,-,509.662,403.718,-,-
grid-strips:0-p20.pddl,1038.84,-,-,-,-,-,-,-,526.924,-,-,-,-,-,120.179,-,-,-,-,-,116.247,-,-,-,-,-,504.234,-,-,-
grid-strips:0-p24.pddl,806.089,-,-,-,-,-,-,-,608.721,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,298.437,486.477,-,-
grid-strips:0-p25.pddl,906.86,-,-,-,-,-,-,-,767.058,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:0-p26.pddl,983.293,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:1-p06.pddl,1513.77,-,1607.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:2-prob04.pddl,-,-,-,-,-,68.8757,487.004,-,829.633,-,-,-,-,-,11.2612,-,-,-,-,-,11.2912,-,-,-,-,-,-,210.793,-,-
grid-strips:3-p061.pddl,88.7642,-,-,-,-,90.1396,-,-,919.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,374.271,-,-,-
grid-strips:3-p062.pddl,85.7744,-,-,-,-,88.7501,-,-,916.985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,372.699,-,-,-
grid-strips:3-p077.pddl,559.594,-,-,-,-,-,-,-,921.133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:3-p078.pddl,536.312,-,-,-,-,-,-,-,980.688,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:3-p081.pddl,-,-,-,-,-,-,-,-,967.712,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:3-p082.pddl,-,-,-,-,-,-,-,-,941.909,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:3-p083.pddl,1188.16,-,-,-,-,-,-,-,875.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:3-p084.pddl,981.7,-,-,-,-,-,-,-,962.965,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:3-p085.pddl,-,-,-,-,-,-,-,-,962.084,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:3-p086.pddl,-,-,-,-,-,-,-,-,920.384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
grid-strips:3-p091.pddl,814.08,-,-,-,-,-,-,-,983.399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,714.199,-,-,-
grid-strips:3-p092.pddl,924.113,-,-,-,-,-,-,-,1012.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,682.895,-,-,-
grid-strips:3-p095.pddl,802.067,-,-,-,-,-,-,-,924.868,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,471.319,646.606,-,-
grid-strips:3-p096.pddl,692.429,-,-,-,-,-,-,-,974.638,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,437.929,640.469,-,-
grid-strips:3-p101.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,512.842,-,-,-
grid-strips:3-p102.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,484.877,-,-,-
grid-strips:3-p105.pddl,234.813,-,-,-,-,-,-,-,933.921,-,-,-,-,-,-,-,35.8268,-,-,-,-,-,-,-,-,-,415.415,262.323,-,-
grid-strips:3-p106.pddl,231.78,-,-,-,-,-,-,-,914.249,-,-,-,-,-,-,-,35.8291,-,-,-,-,-,-,-,-,-,404.955,264.421,-,-
grid-strips:3-p107.pddl,350.753,-,-,-,-,-,-,-,943.014,-,-,-,-,-,-,-,58.3525,-,-,-,-,-,-,-,-,-,402.345,311.677,-,-
grid-strips:3-p108.pddl,333.251,-,-,-,-,-,-,-,931.15,-,-,-,-,-,-,-,58.6681,-,-,-,-,-,-,-,-,-,390.258,318.549,-,-
gripper-strips:0-p26.pddl,8.90665,-,-,0.527735,-,3.41813,-,-,7.96793,5.53975,0.834237,0.600566,0.501056,0.481705,0.67997,1.7983,9.73811,0.944364,0.501654,0.485239,0.647863,0.669444,1.88152,0.869252,0.94529,0.525754,7.69159,-,-,-
gripper-strips:0-p27.pddl,10.3524,-,-,0.528171,-,3.48322,-,-,6.96762,6.34266,0.893034,0.627113,0.614883,0.547702,0.663424,0.801234,12.5516,1.03784,0.527842,0.522294,0.663183,0.684772,0.789245,0.967989,1.00969,0.522707,6.98989,-,-,-
gripper-strips:0-p28.pddl,11.7204,-,-,0.527949,-,3.76925,-,-,7.60032,7.27065,0.938111,0.701409,0.485987,0.498456,0.641295,1.71047,14.5075,1.11106,0.47729,0.523386,0.667336,0.804801,1.73881,0.955766,1.08145,0.550343,8.20896,-,-,-
gripper-strips:0-p29.pddl,12.8145,-,-,0.559766,-,4.44107,-,-,8.26319,10.4098,0.968102,0.746281,0.521096,0.504974,0.664401,0.894647,16.9597,1.15093,0.499651,0.543399,0.775035,0.685462,0.880776,0.994191,1.08762,0.539005,8.31448,-,-,-
gripper-strips:0-p30.pddl,12.2354,-,-,0.531762,-,4.41448,-,-,9.24988,12.8075,1.04287,0.716031,0.521485,0.541431,0.665942,1.67944,18.8501,1.19873,0.506377,0.588697,0.657592,0.787661,1.7444,1.03824,1.24477,0.551532,9.68975,-,-,-
gripper-strips:1-p05.pddl,22.8695,-,-,0.606419,-,5.0733,-,-,12.1915,20.6308,1.21667,0.815561,0.579598,0.523105,0.758011,0.802578,27.0278,1.42991,0.51102,0.576609,0.758994,0.780242,0.773158,1.31803,1.3741,0.596927,11.8945,-,-,-
gripper-strips:1-p07.pddl,238.641,-,-,0.644049,-,7.78566,-,-,134.909,127.144,2.15737,1.1147,0.527147,0.640705,0.867647,0.795638,138.37,2.44561,0.651362,0.642786,0.912647,1.15268,0.786835,2.14914,2.49066,0.700874,129.895,-,-,-
gripper-strips:1-p08.pddl,453.318,-,-,0.744438,-,11.026,-,-,-,199.333,3.00779,1.42471,0.593962,0.699764,0.95346,1.0053,192.533,3.27084,0.594595,0.678352,0.931661,1.41349,1.07498,2.91252,3.336,0.684735,-,-,-,-
gripper-strips:1-p09.pddl,1048.28,-,-,0.841117,-,12.7251,-,-,-,289.746,26.5511,1.65216,0.636744,0.873667,1.01881,1.02227,278.839,25.7809,0.630402,0.706862,1.00837,1.66066,0.955203,26.6745,25.5557,0.761313,-,-,-,-
gripper-strips:1-p10.pddl,-,-,-,0.85441,-,-,-,-,-,344.503,26.9609,2.09632,0.717442,0.840587,1.06505,1.06512,389.818,21.0416,0.649266,0.818352,1.18943,2.14516,0.993341,27.745,21.8956,0.864838,-,-,-,-
gripper-strips:1-p11.pddl,-,-,-,0.999593,-,18.2362,-,-,-,458.63,46.9117,2.64456,0.747892,0.922474,1.22737,1.04306,544.905,34.0803,0.710998,0.820401,1.23093,2.61803,0.975226,49.558,35.3204,0.903085,-,-,-,-
gripper-strips:1-p12.pddl,-,-,-,0.985513,-,-,-,-,-,538.891,52.2036,3.22409,0.741022,1.02626,1.4123,1.07432,586.674,42.0229,0.783863,0.937004,1.42828,3.2251,1.07506,56.3052,44.4267,0.959428,-,-,-,-
gripper-strips:1-p13.pddl,-,-,-,1.16323,-,-,-,-,-,727.992,51.991,4.10323,0.842487,1.14126,1.41179,1.09514,837.791,53.3526,0.77287,0.98889,1.40367,4.02395,1.14822,54.6574,58.155,1.13918,-,-,-,-
gripper-strips:1-p14.pddl,-,-,-,1.23089,-,-,-,-,-,598.717,59.1092,4.92619,0.820968,1.38279,1.55809,1.19245,593.705,51.9537,0.855799,1.10566,1.68266,4.94329,1.17442,57.6533,54.1807,1.14486,-,-,-,-
gripper-strips:1-p15.pddl,-,-,-,1.35086,-,-,-,-,-,628.177,57.931,6.0235,0.851433,1.4289,1.73416,1.24435,632.38,53.8906,0.840514,1.22275,1.71405,6.09735,1.28335,58.8531,57.1935,1.28236,-,-,-,-
gripper-strips:1-p16.pddl,-,-,-,1.57692,-,-,-,-,-,738.621,85.5384,7.30637,0.978083,1.68554,1.98981,1.3418,760.528,63.625,0.907324,1.28229,1.84367,7.21199,1.34705,88.1571,66.6516,1.33449,-,-,-,-
gripper-strips:1-p17.pddl,-,-,-,1.79266,-,-,-,-,-,787.626,88.6075,8.79375,1.30371,1.88615,2.0696,1.56077,792.198,69.009,0.98659,1.44467,1.9817,8.85025,1.4532,89.4638,70.651,1.53616,-,-,-,-
gripper-strips:1-p18.pddl,-,-,-,1.94294,-,-,-,-,-,819.801,89.8189,10.7524,1.02098,2.10295,2.21155,1.56363,858.385,56.7415,1.08381,1.46351,2.23035,10.9025,1.51974,92.5869,60.9742,1.67898,-,-,-,-
gripper-strips:1-p19.pddl,-,-,-,2.00988,-,-,-,-,-,866.598,89.7321,12.9357,1.09876,2.26932,2.47072,1.68704,892.776,79.597,1.12919,1.70099,2.38498,12.5011,1.6601,91.4928,80.6931,1.83735,-,-,-,-
gripper-strips:1-p20.pddl,-,-,-,2.37687,-,-,-,-,-,431.892,92.5009,14.6883,1.22614,2.61874,2.59288,1.70369,433.019,81.3593,1.20995,1.81518,2.52581,14.9562,1.77644,93.96,86.8149,1.95114,-,-,-,-
gripper-strips:1-p21.pddl,-,-,-,2.45065,-,-,-,-,-,490.679,94.9445,18.8192,1.22184,2.83437,2.85306,1.83313,494.079,90.9613,1.28842,2.00764,2.71226,18.119,1.93633,96.3828,86.209,2.11416,-,-,-,-
gripper-strips:1-p22.pddl,-,-,-,2.77715,-,-,-,-,-,555.895,99.1356,20.6808,1.31274,3.08122,3.01164,1.92336,536.671,91.832,1.33315,2.09202,2.97672,20.7451,2.02434,99.6633,89.5192,2.30809,-,-,-,-
gripper-strips:1-p23.pddl,-,-,-,2.95145,-,-,-,-,-,446.343,306.117,23.9414,1.44851,3.49613,3.19959,2.06506,441.839,234.205,1.4773,2.24195,3.18849,23.9801,1.9866,18.8199,18.6306,2.54133,-,-,-,-
gripper-strips:1-p24.pddl,-,-,-,3.276,-,-,-,-,-,823.965,310.427,29.3598,1.54409,3.99763,3.43684,2.1978,848.339,238.388,1.5381,2.56471,3.41742,28.0359,2.13818,21.1946,20.9725,2.84121,-,-,-,-
