filename,ipc2014-opt-symba1:default,ipc2018-decstar:opt-config00,ipc2018-decstar:opt-config01,ipc2018-decstar:opt-config02,ipc2018-decstar:opt-config03,ipc2018-decstar:opt-config04,ipc2018-decstar:opt-config05,ipc2018-decstar:opt-config06,ipc2018-opt-complementary2:default,ipc2018-opt-delfi:h2-simpless-dks-900masb50ksbmiasm,ipc2018-opt-delfi:h2-simpless-dks-900masb50ksccdfp,ipc2018-opt-delfi:h2-simpless-dks-900masginfsccdfp,ipc2018-opt-delfi:h2-simpless-dks-blind,ipc2018-opt-delfi:h2-simpless-dks-celmcut,ipc2018-opt-delfi:h2-simpless-dks-cpdbshc900,ipc2018-opt-delfi:h2-simpless-dks-zopdbsgenetic,ipc2018-opt-delfi:h2-simpless-oss-900masb50ksbmiasm,ipc2018-opt-delfi:h2-simpless-oss-900masb50ksccdfp,ipc2018-opt-delfi:h2-simpless-oss-blind,ipc2018-opt-delfi:h2-simpless-oss-celmcut,ipc2018-opt-delfi:h2-simpless-oss-cpdbshc900,ipc2018-opt-delfi:h2-simpless-oss-masginfsccdfp,ipc2018-opt-delfi:h2-simpless-oss-zopdbsgenetic,ipc2018-opt-delfi:simpless-dks-masb50kmiasmdfp,ipc2018-opt-delfi:simpless-oss-masb50kmiasmdfp,ipc2018-opt-metis:metis2,ipc2018-opt-planning-pdbs:default,ipc2018-opt-scorpion:default,ipc2018-symple1:symple100000OPT,ipc2018-symple2:symple100000OPT
scanalyzer-strips:2-p01.pddl,0.706317,-,-,0.489595,0.566641,0.500314,0.49896,0.484544,1.80471,0.593787,0.511451,0.511859,0.522062,0.562909,0.537899,0.514958,0.54533,0.545001,0.525976,0.529623,0.546151,0.528688,0.568417,0.563894,0.474983,0.555096,1.71362,200.597,0.654571,1.04246
scanalyzer-strips:2-p11.pddl,26.6642,-,-,17.5922,42.7527,29.0553,-,59.1582,66.3617,33.558,21.5197,-,55.5824,19.906,32.5911,47.5349,34.1501,20.5928,54.7537,19.8429,32.2345,-,47.0463,96.1589,89.4543,19.9139,62.1465,256.395,296.116,306.165
scanalyzer-strips:2-p13.pddl,44.0342,-,-,1303.99,37.4928,22.9244,-,42.1017,113.907,23.8695,22.8509,-,63.8093,1277.59,14.844,59.8741,23.4803,22.2135,64.9565,1278.83,15.2747,-,55.673,64.1626,65.168,1400.22,110.646,217.193,977.627,985.556
scanalyzer-strips:2-p14.pddl,36.7927,-,-,147.225,52.5339,21.3246,-,47.7127,98.4234,23.3868,22.9141,-,56.1744,151.003,19.4141,45.7606,22.9855,22.7324,53.3168,151.992,19.5992,-,45.6427,75.22,74.5865,160.578,96.2749,220.559,554.133,552.979
schedule-adl:0-probschedule-14-2.pddl,-,-,-,703.143,-,223.635,-,-,-,-,474.819,-,-,808.705,-,-,-,611.969,-,690.713,-,1285.93,-,-,1386.61,842.831,-,-,-,-
schedule-adl:0-probschedule-15-1.pddl,-,-,-,83.231,-,264.887,-,-,1077.1,480.357,51.43,72.8307,-,84.6236,-,-,-,41.539,-,75.5542,-,55.9467,-,-,-,89.9136,-,207.984,-,-
schedule-adl:0-probschedule-15-2.pddl,-,-,-,260.831,-,467.561,-,-,-,1544.42,645.47,1281.12,-,314.502,-,-,-,545.538,-,374.955,-,1228.55,-,-,1023.42,322.837,-,-,-,-
schedule-adl:0-probschedule-16-1.pddl,-,-,-,1796.5,-,-,-,-,-,-,395.778,-,-,-,-,-,-,1465.3,-,1778.09,-,-,-,-,-,-,-,-,-,-
schedule-adl:0-probschedule-17-1.pddl,-,-,-,-,-,-,-,-,-,-,1693.54,-,-,-,-,-,-,607.34,-,-,-,-,-,-,-,-,-,-,-,-
schedule-adl:0-probschedule-17-2.pddl,-,-,-,726.325,-,-,-,-,-,-,48.2604,-,-,764.894,-,-,640.618,77.7451,-,713.478,-,1494.52,-,74.866,1075.5,798.582,-,204.789,-,-
schedule-adl:0-probschedule-18-2.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.8687,156.397,-,-,-,-,-
schedule-adl:0-probschedule-19-1.pddl,-,-,-,-,-,-,-,-,-,-,895.202,-,-,-,-,-,-,658.189,-,-,-,-,-,273.952,598.287,-,-,-,-,-
schedule-adl:0-probschedule-20-0.pddl,-,-,-,-,-,-,-,-,-,-,64.8548,-,-,-,-,-,-,-,-,-,-,-,-,85.2216,-,-,-,-,-,-
schedule-adl:0-probschedule-22-0.pddl,-,-,-,-,-,-,-,-,-,-,241.519,-,-,-,-,-,-,589.337,-,-,-,-,-,-,-,-,-,-,-,-
schedule-adl:1-p107.pddl,47.9282,-,-,-,-,110.968,-,-,85.4423,-,530.536,137.116,-,-,-,-,-,-,-,-,-,121.99,-,-,-,-,75.6721,308.904,1281.48,1254.85
schedule-adl:1-p114.pddl,-,-,-,-,-,69.8663,-,-,12.9528,-,94.2813,435.177,-,-,-,-,-,103.035,-,-,-,410.149,-,-,-,-,12.1729,236.212,-,-
schedule-adl:1-p116.pddl,20.7761,-,-,-,-,29.8683,-,-,24.981,-,20.4477,96.6719,-,-,-,-,-,108.227,-,-,-,98.685,-,-,-,-,22.3895,211.456,650.793,676.929
schedule-adl:1-p122.pddl,206.206,-,-,-,-,-,-,-,247.405,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230.8,244.962,-,-
schedule-adl:1-p125.pddl,-,-,-,-,-,-,-,-,984.693,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,300.65,-,-
schedule-adl:1-p132.pddl,-,-,-,-,-,-,-,-,166.586,-,294.647,-,-,-,-,-,-,148.281,-,-,-,-,-,-,-,-,161.164,299.248,-,-
schedule-adl:1-p133.pddl,901.964,-,-,-,-,176.03,-,-,902.221,62.1285,8.94322,-,-,-,-,-,-,14.7447,-,1690.7,-,305.34,-,-,-,-,383.222,217.651,-,-
schedule-adl:1-p136.pddl,-,-,-,-,-,128.533,-,-,121.763,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.834,266.106,-,-
schedule-adl:1-p150.pddl,130.992,-,-,1516.63,-,-,-,-,970.928,-,78.9115,-,-,1351.52,-,-,-,95.9871,-,1352.25,-,-,-,20.3414,49.7021,1506.25,-,209.043,-,-
schedule-adl:1-p152.pddl,-,-,-,-,-,-,-,-,956.47,-,-,-,-,-,-,-,-,379.051,-,-,-,-,-,588.485,-,-,-,447.094,-,-
schedule-adl:1-p153.pddl,-,-,-,-,-,-,-,-,-,-,62.9251,-,-,-,-,-,-,-,-,-,-,-,-,21.0489,19.0291,-,-,-,-,-
schedule-adl:1-p154.pddl,10.6857,-,-,-,-,-,-,-,161.206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162.971,214.453,586.266,579.337
schedule-adl:1-p155.pddl,-,-,-,376.115,-,-,84.3116,-,1049.71,-,139.231,-,-,321.086,-,-,-,-,-,324.955,-,-,-,726.426,39.4108,352.901,-,224.257,-,-
schedule-adl:1-p157.pddl,-,-,-,1534.6,-,28.4652,-,-,964.371,322.386,328.244,39.9997,-,1363.93,-,-,-,-,-,1397.5,-,43.4428,-,-,-,-,986.8,204.09,-,-
schedule-adl:1-p161.pddl,-,-,-,-,-,-,-,-,931.413,-,12.806,47.3297,-,-,-,-,-,19.8753,-,-,-,50.184,-,-,29.8897,-,210.829,220.392,-,-
schedule-adl:1-p163.pddl,-,-,-,-,-,-,-,-,973.701,-,-,-,-,1756.38,-,-,-,-,-,1787.97,-,350.853,-,81.5926,85.13,-,-,231.382,-,-
schedule-adl:1-p164.pddl,-,-,-,-,-,92.5598,-,-,55.142,-,92.664,28.3148,-,-,-,-,-,68.7989,-,-,-,26.0572,-,14.2095,12.1327,-,51.9297,339.033,-,-
schedule-adl:1-p165.pddl,219.407,-,-,-,-,299.674,-,-,919.526,-,19.6146,239.219,-,-,-,-,-,20.0198,-,-,-,253.128,-,-,-,-,319.04,209.129,-,-
schedule-adl:1-p166.pddl,94.854,-,-,-,-,139.378,-,-,17.5051,-,-,100.298,-,-,-,-,-,-,-,-,-,116.86,-,120.703,113.886,-,16.1374,303.371,727.477,733.35
schedule-adl:1-p167.pddl,146.39,-,-,-,-,-,-,-,16.8568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.694,228.28,1617.1,1591.55
settlers-adl:0-p01.pddl,38.7127,-,-,-,-,1787.88,-,1.74899,915.785,375.156,149.182,110.442,1.94639,1.96354,-,-,911.457,153.783,1.78152,1.97075,-,108.781,-,120.22,116.49,-,913.081,201.585,-,-
settlers-adl:0-p02.pddl,97.2449,-,-,-,-,-,-,17.5938,933.235,465.59,169.024,148.423,23.5131,51.4984,-,-,933.304,172.644,20.1573,52.533,-,144.501,-,151.289,147.056,-,713.468,207.253,-,-
settlers-adl:0-p03.pddl,64.0111,-,-,-,-,-,-,8.84709,939.924,707.271,209.872,184.059,11.4336,10.6944,-,-,916.98,220.345,10.4604,10.8509,-,182.813,-,187.338,183.876,-,952.118,204.503,-,-
settlers-adl:0-p04.pddl,276.292,-,-,-,-,-,-,97.0641,-,949.633,337.823,266.204,82.0923,60.4645,-,-,1002.97,324.544,64.1101,60.3042,-,259.475,-,273.267,265.366,-,459.21,227.867,-,-
settlers-adl:0-p05.pddl,1675.1,-,-,-,-,-,-,-,1186.44,-,644.152,729.167,1611.71,566.744,-,-,1733.97,638.091,1401.03,580.273,-,685.375,-,722.284,677.304,-,-,417.598,-,-
settlers-adl:0-p06.pddl,227.22,-,-,-,-,-,-,102.966,957.656,973.578,361.286,327.796,142.565,226.583,-,-,990.421,334.957,124.34,230.072,-,304.57,-,301.511,298.882,-,986.19,224.007,-,-
settlers-adl:0-p11.pddl,94.6765,-,-,-,-,-,-,3.4521,932.848,906.104,684.354,613.463,3.88045,3.97745,-,-,929.211,686.12,3.85248,3.94445,-,615.825,-,623.784,584.486,-,290.928,202.871,-,-
settlers-adl:0-p12.pddl,133.927,-,-,-,-,-,-,5.70972,965.9,906.884,696.489,613.192,7.11601,5.2761,-,-,955.943,668.278,6.35044,5.19075,-,593.418,-,534.957,540.104,-,353.332,202.606,-,-
settlers-adl:0-p13.pddl,399.721,-,-,-,-,-,-,190.69,980.526,993.09,751.946,723.747,236.605,130.498,-,-,992.187,750.816,209.389,131.244,-,705.494,-,644.014,655.701,-,302.525,212.412,-,-
settlers-adl:0-p14.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,1214.86,-,-,-,1766.82,-,1204.18,-,1264.9,-,-,-,-,-,558.599,-,-
snake-strips:0-p07.pddl,-,-,-,-,-,-,27.2197,33.8996,872.13,958.596,984.38,956.963,34.0817,1046.53,1054.61,34.061,922.924,970.852,34.4569,1034.2,1034.31,944.156,34.7906,982.94,979.331,1217.11,372.246,328.869,-,-
snake-strips:0-p08.pddl,-,-,-,-,-,-,21.1569,19.6319,888.204,934.653,985.374,936.477,26.8883,483.419,607.617,34.5184,939.826,1023.55,26.5857,484.261,613.931,930.139,34.464,945.471,946.849,500.482,288.298,324.427,-,-
snake-strips:0-p09.pddl,-,-,-,-,-,-,161.624,125.003,764.804,1057.56,1087.88,1052.0,139.78,-,443.889,102.365,1062.6,1098.17,137.542,-,436.467,1073.08,99.7483,1119.12,1059.55,-,260.992,366.596,-,-
snake-strips:0-p10.pddl,-,-,-,-,-,-,221.247,230.731,993.402,1182.38,1220.37,1193.86,226.561,-,621.096,217.101,1196.97,1211.21,235.034,-,633.013,1192.19,221.095,1186.21,1168.57,-,679.774,396.136,-,-
snake-strips:0-p11.pddl,-,-,-,-,-,-,463.483,535.211,841.26,1472.54,1594.14,1487.41,412.224,-,637.698,338.903,1532.82,1613.26,404.929,-,630.233,1545.58,340.547,1504.47,1497.51,-,579.917,454.58,-,-
snake-strips:0-p12.pddl,-,-,-,-,-,-,-,-,988.808,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,463.035,1166.26,-,-
snake-strips:0-p13.pddl,-,-,-,-,-,-,-,-,998.848,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,958.961,-,-
snake-strips:0-p19.pddl,-,-,-,-,33.7796,-,41.3102,36.7121,759.984,916.044,970.99,922.078,44.2686,1783.71,626.409,47.3999,930.954,953.737,43.659,1792.44,648.183,935.48,46.9088,953.345,967.901,-,412.923,325.593,-,-
snake-strips:0-p20.pddl,-,-,-,-,48.1708,-,48.839,40.5018,871.74,953.863,962.685,931.639,42.5809,-,447.493,48.6653,932.515,990.586,42.3726,-,457.902,929.454,50.2349,981.218,975.719,-,544.858,330.266,-,-
snake-strips:0-p21.pddl,-,-,-,-,84.9078,-,60.637,85.8549,783.783,991.338,1008.09,936.074,85.2043,-,518.591,65.3241,921.413,1013.29,83.2549,-,486.064,944.611,65.1266,1013.97,1027.85,-,419.499,342.63,-,-
snake-strips:0-p22.pddl,-,-,-,-,-,-,1066.92,-,1049.03,-,-,-,-,-,445.268,-,1006.59,-,-,-,448.514,-,-,-,-,-,368.443,623.976,-,-
snake-strips:0-p23.pddl,-,-,-,-,-,-,-,-,955.213,-,-,-,-,-,590.524,-,-,-,-,-,572.279,-,-,-,-,-,490.358,960.868,-,-
snake-strips:0-p24.pddl,-,-,-,-,-,-,-,-,954.571,-,-,-,-,-,672.6,-,-,-,-,-,671.163,-,-,-,-,-,614.687,1020.09,-,-
snake-strips:0-p27.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,925.436,-,-,-,-,-,923.753,-,-,-,-,-,-,-,-,-
snake-strips:1-p04.pddl,-,-,-,-,-,-,31.9473,49.4084,949.183,958.924,954.87,959.265,42.3923,962.359,525.304,42.3787,962.978,999.77,42.3689,977.989,514.669,954.085,44.334,982.142,1030.82,1016.01,310.957,329.434,-,-
snake-strips:1-p05.pddl,-,-,-,-,-,-,37.1939,31.6253,684.143,949.964,972.983,953.661,38.1332,1371.72,1220.29,42.9466,921.45,949.076,38.2287,1394.2,934.326,945.615,42.0634,951.474,950.546,-,388.799,330.545,-,-
snake-strips:1-p06.pddl,-,-,-,-,-,-,425.797,370.909,993.217,1454.01,1433.03,1397.66,310.027,-,640.872,268.976,1455.06,1451.86,310.904,-,632.923,1393.79,269.523,1397.93,1393.9,-,992.437,456.37,-,-
snake-strips:1-p07.pddl,-,-,-,-,-,-,206.378,189.451,933.607,1146.79,1199.23,1154.79,184.306,-,614.651,136.205,1217.33,1201.96,185.747,-,627.48,1151.85,134.127,1117.09,1126.89,-,421.908,386.444,-,-
snake-strips:1-p08.pddl,-,-,-,-,-,-,-,-,1206.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,730.82,-,-,-
snake-strips:1-p09.pddl,-,-,-,-,-,-,-,-,1653.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
snake-strips:2-p03.pddl,-,-,-,-,44.4732,-,82.6557,33.1202,980.141,938.398,308.04,-,49.8772,-,246.033,55.6767,954.791,318.072,51.1464,-,250.3,-,54.9811,336.013,343.776,-,489.018,351.779,-,-
snake-strips:2-p06.pddl,-,-,-,-,29.6859,-,32.626,29.9733,733.586,1121.27,733.276,638.856,40.4874,1767.68,335.215,42.9345,925.659,716.434,39.7246,1760.06,338.057,798.613,41.8771,743.346,691.492,1795.44,326.802,326.062,-,-
snake-strips:2-p07.pddl,-,-,-,-,-,-,-,-,1089.24,-,1135.08,-,-,-,363.456,-,1027.18,1140.1,-,-,350.594,-,-,1061.06,1133.91,-,740.924,696.535,-,-
snake-strips:2-p11.pddl,-,-,-,-,95.9528,-,89.1811,92.6965,602.756,1003.34,1043.25,947.637,89.9636,-,498.88,76.5369,928.81,1031.6,85.25,-,506.656,953.379,76.1721,1026.58,1036.51,-,238.526,346.496,-,-
snake-strips:2-p12.pddl,-,-,-,-,-,-,-,-,1304.86,-,-,-,-,-,501.177,-,-,-,-,-,501.824,-,-,-,-,-,980.927,-,-,-
snake-strips:2-p16.pddl,-,-,-,-,-,-,1221.67,-,810.849,-,-,-,-,-,551.259,-,-,-,-,-,550.762,-,-,-,-,-,-,723.983,-,-
snake-strips:2-p20.pddl,-,-,-,-,-,-,54.7324,63.6097,513.871,981.649,1022.21,990.541,53.5915,-,604.107,48.2308,1015.48,1053.88,55.2915,-,598.661,975.61,49.2774,985.924,990.252,-,247.274,334.608,-,-
snake-strips:3-p01.pddl,-,-,-,-,190.572,-,206.267,166.667,809.882,1095.58,1159.43,978.86,182.779,-,703.188,158.849,937.646,1144.19,183.126,-,701.373,972.026,153.887,1147.57,1134.73,-,299.444,389.814,-,-
snake-strips:3-p02.pddl,-,-,-,-,-,-,-,-,1145.11,-,-,-,-,-,431.682,-,-,-,-,-,429.638,-,-,-,-,-,586.19,1096.98,-,-
snake-strips:3-p06.pddl,-,-,-,-,-,-,589.478,504.001,879.141,1478.96,1491.89,1448.98,432.305,-,655.481,479.952,1449.41,1472.94,435.415,-,643.837,1416.36,480.72,1467.89,1485.24,-,503.96,463.443,-,-
sokoban-strips:0-p07.pddl,8.49217,-,-,117.742,18.9555,39.7077,219.73,19.184,730.398,29.6312,11.1137,1062.03,7.22045,102.915,9.85192,7.04514,175.207,10.1675,6.7548,102.993,9.53571,1476.63,6.88827,67.261,63.9205,114.252,569.977,452.493,-,-
sokoban-strips:0-p08.pddl,230.444,-,-,48.3035,251.502,136.305,153.581,-,995.367,19.198,15.6154,-,23.3237,46.8862,13.0164,23.0117,150.292,13.6579,17.2723,55.6249,9.37857,-,14.5337,-,-,50.132,638.273,269.608,-,-
sokoban-strips:0-p09.pddl,29.6853,-,-,55.6057,-,-,-,-,977.795,31.193,31.8725,-,71.4297,51.2785,23.373,52.7961,74.9862,50.9462,96.4386,75.0122,41.8435,-,59.9979,458.592,457.275,56.1188,762.825,529.747,-,-
sokoban-strips:0-p10.pddl,281.425,-,-,412.908,-,-,-,-,-,50.3906,355.211,-,373.793,356.85,41.8623,381.087,194.004,377.896,416.134,365.78,44.9511,1327.61,417.831,-,-,384.9,817.494,360.312,-,-
sokoban-strips:0-p11.pddl,82.7144,-,-,556.672,-,-,-,-,-,154.424,108.854,1067.62,93.5668,1239.71,61.9307,86.8868,224.336,99.7605,85.7541,1540.59,78.2753,984.891,87.4544,426.959,409.145,1315.7,-,1378.53,-,-
sokoban-strips:0-p12.pddl,242.612,-,-,965.92,-,-,-,-,-,245.21,254.318,1093.82,202.114,-,140.862,226.304,435.493,225.092,203.646,-,154.626,1107.89,200.725,-,-,-,-,-,-,-
sokoban-strips:0-p13.pddl,685.971,-,-,455.458,-,-,-,-,-,162.888,194.891,-,376.997,433.274,171.179,414.408,317.075,191.198,322.671,646.262,151.856,-,276.292,-,-,421.497,-,-,-,-
sokoban-strips:0-p14.pddl,273.663,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sokoban-strips:0-p15.pddl,1714.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,212.367,150.372,-,-,-,-,-
sokoban-strips:0-p19.pddl,9.62302,-,-,205.667,9.50761,31.8742,147.479,13.1156,105.717,67.6847,51.2326,1069.08,37.9467,178.276,16.6422,33.5113,347.576,52.0348,35.7281,178.237,16.6493,1448.22,33.4438,226.791,196.139,206.077,103.773,300.551,-,-
sokoban-strips:0-p20.pddl,9.41735,-,-,34.2519,12.8782,27.0075,74.512,14.4338,816.934,47.4466,12.5464,1001.92,9.14807,66.1962,6.23548,8.57445,146.617,12.4334,8.59391,66.9459,6.41032,962.732,8.61413,77.2647,68.2948,73.4909,589.919,293.412,-,-
sokoban-strips:0-p21.pddl,11.6935,-,-,25.4623,39.6087,47.6157,116.883,50.6358,541.078,40.3645,9.48353,1265.55,7.23207,31.3571,4.89133,9.51722,106.664,12.4336,10.5939,48.2985,6.01387,1278.57,11.5585,65.3334,50.7024,34.9731,618.464,253.869,-,-
sokoban-strips:0-p22.pddl,-,-,-,122.044,-,52.9782,31.5222,-,-,41.1672,15.7122,-,-,115.801,5.35674,-,864.0,14.9087,-,94.5459,4.63673,-,-,133.345,104.347,20.0003,358.718,219.67,-,-
sokoban-strips:0-p24.pddl,-,-,-,7.97515,-,75.087,50.9326,-,-,82.3115,62.8683,-,-,12.3946,428.685,-,527.779,37.0595,-,10.0393,428.809,1017.97,-,242.931,153.428,13.3428,395.386,213.088,-,-
sokoban-strips:0-p26.pddl,56.3674,-,-,75.9002,109.131,153.505,-,112.359,577.015,46.2626,14.3165,1710.43,11.0176,67.3008,11.0084,11.0108,141.617,12.8177,9.4235,67.0287,9.60531,-,9.50752,260.604,240.082,73.3244,693.375,417.044,-,-
sokoban-strips:0-p27.pddl,144.107,-,-,177.457,-,-,-,-,-,150.831,90.8171,1175.94,95.2207,310.795,24.8288,86.0247,518.911,106.016,114.648,439.283,33.6032,1163.15,100.924,523.737,413.614,333.392,985.434,781.811,-,-
sokoban-strips:0-p28.pddl,110.17,-,-,27.2855,31.6431,42.4123,88.31,55.6439,582.144,73.3506,51.5288,1139.16,142.707,45.107,32.85,90.2949,364.882,69.6493,261.857,85.9772,53.7441,1190.2,145.855,390.186,347.493,49.4425,385.017,236.814,-,-
sokoban-strips:0-p29.pddl,42.2728,-,-,507.238,83.9059,160.828,-,140.476,774.434,210.591,159.608,1345.76,220.748,433.606,77.8604,185.3,267.681,163.373,234.919,434.04,67.9439,1278.85,207.396,-,785.98,464.661,511.184,317.75,-,-
sokoban-strips:0-p30.pddl,605.998,-,-,-,-,-,-,-,-,254.492,135.336,-,118.904,-,97.2151,116.339,866.715,129.538,113.411,-,88.8526,1443.47,115.445,-,839.485,-,-,-,-,-
sokoban-strips:1-p12.pddl,29.1647,-,-,1.17052,-,-,-,-,661.907,4.16346,5.66197,-,0.952054,1.16409,1.04648,4.97796,114.687,7.57269,1.03655,1.20891,0.987686,-,5.02797,34.7554,34.3197,1.19365,386.307,368.023,896.161,877.584
sokoban-strips:1-p14.pddl,-,-,-,71.523,-,-,-,-,-,96.4836,47.0794,-,95.9207,42.0782,17.7735,62.8087,399.271,45.1254,65.0522,63.3445,16.4721,-,45.125,-,-,44.0495,-,456.689,-,-
sokoban-strips:1-p15.pddl,-,-,-,16.9016,-,-,-,-,-,84.1896,44.2403,-,13.4502,15.1283,6.06069,11.8021,289.922,37.3981,8.21602,17.0661,5.63703,-,7.65548,-,-,11.2874,-,-,-,-
sokoban-strips:1-p18.pddl,34.178,-,-,163.786,-,-,-,-,-,66.8757,32.7827,934.72,26.5563,316.574,34.3999,28.2449,180.807,38.0635,33.8483,428.601,46.2243,1073.44,33.5736,379.023,354.261,344.98,-,865.017,-,-
sokoban-strips:1-p19.pddl,29.2814,-,-,155.658,25.4231,53.2906,168.569,28.3539,703.258,58.3799,29.0941,1110.56,24.4879,133.307,21.4473,24.5378,512.462,26.1456,23.7879,138.39,21.8649,1309.53,22.9775,-,-,142.306,719.318,285.394,-,-
sokoban-strips:1-p21.pddl,-,-,1136.53,839.461,-,-,-,-,-,246.005,141.634,-,428.662,576.751,28.1103,320.987,837.146,159.947,265.827,698.892,27.5057,-,121.01,-,-,487.63,-,-,-,-
sokoban-strips:1-p23.pddl,39.3217,-,-,377.193,119.125,216.468,-,114.157,-,80.0943,64.9013,972.995,51.9829,770.265,52.8519,52.3929,314.25,46.7179,37.6479,546.309,37.8438,979.93,39.0071,782.1,732.04,845.092,827.429,1069.0,-,-
sokoban-strips:2-p16.pddl,27.4398,-,-,124.473,12.6688,28.1397,62.8136,12.9676,588.292,170.56,25.581,1523.32,24.9934,107.656,6.56483,11.7894,237.769,21.4086,25.9154,107.145,6.46777,945.868,11.7865,121.368,93.7689,116.761,617.65,254.277,-,-
sokoban-strips:2-p18.pddl,35.6593,-,-,1.4693,1.76243,23.4035,1.65159,1.8698,675.535,10.7524,6.6025,-,1.59673,1.41291,1.30626,1.80102,203.526,6.21488,1.32252,1.38322,1.25256,-,1.51643,76.2177,78.4995,1.46836,519.649,201.656,-,-
sokoban-strips:2-p19.pddl,7.1404,-,-,12.6848,5.23135,16.0278,12.2467,6.6372,96.105,9.90875,4.27616,1014.44,1.80589,11.1517,1.83438,1.9813,174.472,3.72318,1.82398,11.2246,1.72605,1235.24,1.90268,47.7987,62.3881,12.5034,92.6413,237.343,-,-
sokoban-strips:5-p21.pddl,12.8931,-,-,57.6521,28.0943,63.3602,188.018,28.8384,768.422,60.5124,9.60221,915.576,5.80754,51.0082,4.83434,5.90793,242.11,15.0542,11.1807,118.982,8.82192,1402.36,11.6417,90.609,74.9314,55.2562,581.199,326.487,-,-
spanner-strips:0-p081.pddl,1.72951,-,17.3595,-,-,39.4415,-,-,1.97276,1.40356,1713.62,1680.05,1645.46,-,1657.79,1656.05,-,-,-,-,-,-,-,1160.36,-,-,2.20249,-,11.7427,12.9025
spanner-strips:0-p083.pddl,1.56516,-,18.102,-,-,39.2286,-,-,2.03201,1.466,1678.89,1684.94,1654.21,-,1665.49,1657.54,-,-,-,-,-,-,-,1151.18,-,-,2.01152,-,12.0753,12.9667
spanner-strips:0-p093.pddl,1.3575,-,15.2072,1769.77,-,-,-,-,2.02799,1.27902,1142.45,1147.37,-,1496.18,1121.5,-,1355.23,1272.37,-,1606.22,1223.38,1255.16,-,1192.12,1256.87,-,2.00113,-,8.31038,8.86158
spanner-strips:0-p095.pddl,1.51207,-,20.3514,-,-,-,-,-,1.99304,1.23743,1647.92,1629.1,-,-,1607.65,-,-,1796.47,-,-,1763.8,1797.32,-,1699.41,-,-,1.92695,-,8.47208,9.2912
spanner-strips:0-p096.pddl,1.71836,-,16.1709,-,-,-,-,-,2.00458,1.44293,1146.83,1159.75,-,1518.66,1126.91,-,1381.6,1302.36,-,1616.43,1215.19,1238.81,-,1181.91,1258.26,-,1.97445,-,9.51595,10.3418
spanner-strips:0-p100.pddl,1.51162,-,19.9182,-,-,-,-,-,2.0735,1.47321,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.98677,-,10.1833,10.4573
spanner-strips:0-p101.pddl,1.55001,-,28.0468,-,-,-,-,-,2.02631,1.48387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.93252,-,9.4573,10.5375
spanner-strips:0-p102.pddl,1.44832,-,27.3073,-,-,-,-,-,2.05726,1.45375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.97693,-,11.6708,12.0006
spanner-strips:0-p105.pddl,1.35779,-,21.3811,-,-,-,-,-,2.01747,1.39535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00467,-,9.86715,10.7716
spanner-strips:0-p107.pddl,1.41158,-,32.7701,-,-,-,-,-,1.97081,1.61301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.02579,-,11.4607,12.9126
spanner-strips:0-p109.pddl,1.43899,-,14.087,-,-,-,-,-,2.27725,1.528,1575.27,1578.95,1784.07,-,1557.15,1797.61,-,1745.56,-,-,1709.89,1710.93,-,-,1764.67,-,2.08011,-,12.051,11.5698
spanner-strips:0-p110.pddl,1.49658,-,18.9751,-,-,-,-,-,2.06512,1.55032,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.23965,-,12.3679,12.9562
spanner-strips:0-p111.pddl,1.396,-,21.4412,-,-,-,-,-,2.06711,1.49872,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.19157,-,11.2708,13.2411
spanner-strips:0-p112.pddl,1.64792,-,36.9742,-,-,-,-,-,2.04605,1.57799,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.96924,-,13.435,13.6959
spanner-strips:0-p113.pddl,1.57241,-,29.2134,-,-,-,-,-,2.04045,1.58981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.98323,-,14.2238,13.8226
